duration	protocol_type	service	flag	src_bytes	dst_bytes	land	wrong_fragment	urgent	hot	num_failed_logins	logged_in	num_compromised	root_shell	su_attempted	num_root	num_file_creations	num_shells	num_access_files	num_outbound_cmds	is_host_login	is_guest_login	count	srv_count	serror_rate	srv_serror_rate	rerror_rate	srv_rerror_rate	same_srv_rate	diff_srv_rate	srv_diff_host_rate	dst_host_count	dst_host_srv_count	dst_host_same_srv_rate	dst_host_diff_srv_rate	dst_host_same_src_port_rate	dst_host_srv_diff_host_rate	dst_host_serror_rate	dst_host_srv_serror_rate	dst_host_rerror_rate	dst_host_srv_rerror_rate	class
0	tcp	http	SF	215	3670	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.00	0.00	0.00	0.00	1.00	0.00	0.00	31	255	1.00	0.00	0.03	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	217	18434	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.00	0.00	0.00	0.00	1.00	0.00	0.00	41	255	1.00	0.00	0.02	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	205	424	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	25	0.00	0.00	0.00	0.00	1.00	0.00	0.12	2	255	1.00	0.00	0.50	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	155	424	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	13	0.00	0.00	0.00	0.00	1.00	0.00	0.15	12	255	1.00	0.00	0.08	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	202	424	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.00	0.00	0.00	0.00	1.00	0.00	0.00	22	255	1.00	0.00	0.05	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	235	6627	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	32	255	1.00	0.00	0.03	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	259	3917	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	42	255	1.00	0.00	0.02	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	301	2653	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.00	0.00	0.00	0.00	1.00	0.00	0.00	52	255	1.00	0.00	0.02	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	322	424	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.00	0.00	0.00	0.00	1.00	0.00	0.00	62	255	1.00	0.00	0.02	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	370	520	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.00	0.00	0.00	0.00	1.00	0.00	0.00	72	255	1.00	0.00	0.01	0.04	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	370	520	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.00	0.00	0.00	0.00	1.00	0.00	0.00	82	255	1.00	0.00	0.01	0.04	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	172	5884	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	6	0.00	0.00	0.00	0.00	1.00	0.00	0.00	10	255	1.00	0.00	0.10	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	264	16123	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	13	0.00	0.00	0.00	0.00	1.00	0.00	0.23	20	255	1.00	0.00	0.05	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	255	1948	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	14	0.00	0.00	0.00	0.00	1.00	0.00	0.14	30	255	1.00	0.00	0.03	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	274	19790	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	6	0.00	0.00	0.00	0.00	1.00	0.00	0.00	40	255	1.00	0.00	0.03	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	313	293	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0.00	0.00	0.00	0.00	1.00	0.00	0.00	3	255	1.00	0.00	0.33	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	145	4466	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	4	0.00	0.00	0.00	0.00	1.00	0.00	0.00	13	255	1.00	0.00	0.08	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	290	460	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.00	0.00	0.00	0.00	1.00	0.00	0.00	23	255	1.00	0.00	0.04	0.05	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	309	17798	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2	255	1.00	0.00	0.50	0.06	0.00	0.00	0.00	0.00	normal
0	tcp	http	SF	317	2075	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	4	0.00	0.00	0.00	0.00	1.00	0.00	0.00	8	255	1.00	0.00	0.12	0.06	0.00	0.00	0.00	0.00	normal
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509	509	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	icmp	ecr_i	SF	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	511	0.00	0.00	0.00	0.00	1.00	0.00	0.00	255	255	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	smurf
0	tcp	http	SF	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	1	2	0.00	0.00	0.00	0.50	1.00	0.00	1.00	1	1	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	back
0	tcp	http	SF	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	2	3	0.00	0.00	0.00	0.33	1.00	0.00	0.67	2	2	1.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	back
0	tcp	http	SF	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	3	4	0.00	0.00	0.00	0.25	1.00	0.00	0.50	3	3	1.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	back
0	tcp	http	SF	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	4	4	0.00	0.00	0.00	0.00	1.00	0.00	0.00	4	4	1.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	back
0	tcp	http	SF	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	4	4	0.00	0.00	0.00	0.00	1.00	0.00	0.00	5	5	1.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	back
0	tcp	http	SF	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5	5	0.00	0.00	0.00	0.00	1.00	0.00	0.00	6	6	1.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	back
0	tcp	http	RSTR	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	4	4	0.00	0.00	0.25	0.25	1.00	0.00	0.00	7	7	1.00	0.00	0.14	0.00	0.00	0.00	0.14	0.14	back
0	tcp	http	SF	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5	5	0.00	0.00	0.20	0.20	1.00	0.00	0.00	8	8	1.00	0.00	0.12	0.00	0.00	0.00	0.12	0.12	back
0	tcp	http	SF	54540	8314	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	5	5	0.00	0.00	0.20	0.20	1.00	0.00	0.00	9	9	1.00	0.00	0.11	0.00	0.00	0.00	0.11	0.11	back
